perturbation,direction_score,direction_sign_agreement,direction_n_donors,direction_per_donor
ELOVL1,-0.019479742260533173,False,2,0.0706;-0.1096
CYLD,-0.019475819477634326,False,2,-0.1209;0.0820
PCSK6,-0.019453275797967073,True,2,-0.0353;-0.0036
PLEKHB1,-0.019447770555126864,False,2,0.0081;-0.0470
ZEB1,-0.019442902574079934,False,2,0.0157;-0.0546
NIPAL2,-0.019436554646324822,False,2,0.0555;-0.0943
PUS7L,-0.01930919782153595,False,2,-0.1318;0.0931
TIGD6,-0.01924538929739439,False,2,0.1357;-0.1742
MATN2,-0.019220790433687907,False,2,0.0027;-0.0411
GLG1,-0.019211881735009984,True,2,-0.0329;-0.0055
CLTB,-0.019176203052393093,False,2,-0.1048;0.0664
APOC1,-0.019168762837387887,False,2,-0.0852;0.0469
INO80D,-0.019128012683432838,False,2,0.0215;-0.0598
CACYBP,-0.019108694952872263,True,2,-0.0365;-0.0017
TAPBPL,-0.019106209235252136,False,2,0.0943;-0.1325
ZNF630,-0.01910202240943376,True,2,-0.0008;-0.0374
PAQR4,-0.019072378765012554,False,2,-0.1949;0.1567
PPP2R5A,-0.019067156224766124,False,2,0.0548;-0.0929
ZNF70,-0.01905363817161332,True,2,-0.0169;-0.0212
GRB2,-0.019051834470578344,False,2,-0.0518;0.0137
HSD17B1,-0.019038008447458843,True,2,-0.0214;-0.0167
ZNF14,-0.019018471968334227,False,2,0.0588;-0.0968
ZSCAN25,-0.019002895280133103,False,2,-0.1019;0.0639
TTC26,-0.01896435164113769,False,2,0.0067;-0.0446
MTDH,-0.018964041540604604,False,2,-0.0412;0.0033
PIK3CB,-0.018928523387672536,False,2,0.0645;-0.1024
GBP7,-0.018924617614423545,False,2,0.0651;-0.1029
LRPPRC,-0.018912504623563753,False,2,0.0078;-0.0456
YTHDF2,-0.018905260857052464,False,2,0.0202;-0.0580
TRIR,-0.018889359120607074,False,2,0.0458;-0.0836
ZNF597,-0.018880364675928574,False,2,-0.0499;0.0122
SLC44A3,-0.018866009384491345,False,2,-0.1267;0.0890
KBTBD4,-0.018856198387638745,False,2,0.0629;-0.1006
USP46,-0.018845514265599328,False,2,0.0533;-0.0910
PTPRK,-0.018844148340784406,False,2,-0.1235;0.0859
CD36,-0.018843616807336483,False,2,-0.0489;0.0112
CCDC107,-0.018833059491778492,False,2,-0.0696;0.0319
BOK,-0.01879956056274945,False,2,-0.0413;0.0037
GSTA1,-0.018763025393354393,False,2,0.0329;-0.0705
PDXDC1,-0.018723232134558287,False,2,0.0080;-0.0454
STK40,-0.018712895226397186,False,2,-0.1290;0.0915
RBM38,-0.01870418991364231,False,2,-0.1670;0.1296
CHST14,-0.018675666793356416,False,2,-0.0542;0.0169
FAM160B1,-0.01864829757743458,False,2,-0.1441;0.1068
LMX1A,-0.01862960696510324,False,2,0.0370;-0.0742
MFSD2A,-0.01860548738443557,False,2,-0.0833;0.0461
PLCL1,-0.018563390983949213,True,2,-0.0120;-0.0251
LGALS2,-0.018558266404608337,True,2,-0.0170;-0.0201
PYM1,-0.018555681649819966,False,2,0.0732;-0.1103
PIGT,-0.018550710699154482,True,2,-0.0360;-0.0011
CD226,-0.01850609232280731,False,2,-0.1812;0.1442
SDHAF2,-0.018504735336396683,False,2,0.0289;-0.0660
ESR1,-0.018477124651334276,False,2,0.1384;-0.1754
SLC25A17,-0.01844151538161004,False,2,0.0121;-0.0489
SLC25A28,-0.01842753087529092,False,2,0.0973;-0.1341
STX7,-0.01841556440297909,False,2,-0.4067;0.3698
ZNF718,-0.018407564749968297,False,2,-0.0461;0.0093
ZFAT,-0.018378877269275562,False,2,-0.0596;0.0228
ZNF850,-0.018361082991001976,False,2,0.1360;-0.1727
HEG1,-0.01832763644295854,False,2,-0.0871;0.0504
CUTC,-0.018324782002225648,False,2,0.1231;-0.1598
AP3S2,-0.018263738652729344,True,2,-0.0166;-0.0199
MAP3K21,-0.01825381873692633,False,2,-0.0485;0.0120
FIZ1,-0.01820983215451677,False,2,-0.1681;0.1317
BEST4,-0.018190097636871905,False,2,0.0615;-0.0979
LRR1,-0.018188251288994928,False,2,0.2741;-0.3105
GAB3,-0.01818287748543207,False,2,0.0759;-0.1123
FAM126B,-0.01817737655717161,False,2,0.0764;-0.1128
BTAF1,-0.018151368758342556,False,2,-0.1063;0.0700
PIWIL4,-0.018144909485962035,False,2,-0.0563;0.0200
LUZP6,-0.01811829339581683,True,2,-0.0285;-0.0077
HSPD1,-0.0180988423834455,False,2,-0.1928;0.1566
RPP14,-0.01809428173814931,True,2,-0.0175;-0.0187
CLDN5,-0.018061193458174696,True,2,-0.0341;-0.0020
PLCB2,-0.018047064640630883,False,2,-0.1593;0.1232
RPRD1A,-0.01797081986699578,False,2,-0.1936;0.1577
CAPN12,-0.01796219238766239,False,2,-0.1352;0.0993
CBS,-0.01795231665441205,False,2,0.0063;-0.0422
APEX2,-0.017925818395342796,False,2,-0.0687;0.0328
TRIB3,-0.017870574197954403,False,2,0.0444;-0.0802
TBC1D10C,-0.01784195944933209,False,2,-0.0953;0.0596
SPNS1,-0.017837883312188496,True,2,-0.0050;-0.0307
ABCE1,-0.01780001636794243,False,2,0.1034;-0.1390
SARS2,-0.017799755026376374,False,2,0.0331;-0.0687
LRP12,-0.017793242555852906,False,2,-0.1679;0.1323
PBX1,-0.017790766786976442,False,2,0.0051;-0.0406
BCKDHB,-0.017778513225467862,False,2,-0.1475;0.1119
NKX2-4,-0.01777692736794545,False,2,-0.0932;0.0576
TATDN2,-0.017748670931081123,False,2,-0.0662;0.0307
TIGD3,-0.017733046448864198,False,2,-0.0960;0.0606
MCM9,-0.017714717626138965,True,2,-0.0291;-0.0063
CLPTM1,-0.017711414556482674,False,2,0.1018;-0.1372
IL9R,-0.017697950086048464,False,2,-0.0888;0.0534
SERPINE2,-0.017678679372351014,False,2,-0.1447;0.1094
COX19,-0.01767751075131374,False,2,-0.1167;0.0813
NISCH,-0.01757991485029109,False,2,-0.0422;0.0070
CXorf21,-0.0175697751185937,False,2,-0.1091;0.0739
BOLA3,-0.01756606666295435,False,2,-0.1013;0.0662
HMSD,-0.017550935523563238,True,2,-0.0208;-0.0143
HOXD9,-0.017523225137617282,False,2,-0.0423;0.0073
ZNF483,-0.017505028381992527,False,2,-0.0994;0.0644
DSC1,-0.017498085472694047,False,2,0.1665;-0.2015
EGLN3,-0.01745632074551362,False,2,0.0276;-0.0625
SSR1,-0.017440775186039925,False,2,-0.0821;0.0472
VAPA,-0.017414043090447806,False,2,-0.0940;0.0592
FGFR2,-0.017386480475778954,False,2,-0.1166;0.0818
RPS6KA1,-0.01737248575782324,False,2,0.0657;-0.1004
USP48,-0.017343412774294742,False,2,-0.0698;0.0351
MPV17L,-0.017342453196394825,False,2,-0.0796;0.0449
ZNF805,-0.017314439000522652,False,2,-0.0851;0.0505
SCRN2,-0.017313558495370918,True,2,-0.0018;-0.0329
NFKBID,-0.017306363455165674,False,2,-0.0791;0.0445
SIX3,-0.01730608333710193,False,2,-0.0638;0.0292
WNT16,-0.01727270804995601,False,2,0.0101;-0.0446
C19orf47,-0.01724938259866937,False,2,0.0156;-0.0501
NKIRAS1,-0.017248797885003997,True,1,-0.0172
MCRIP1,-0.01723629781229502,False,2,0.1034;-0.1379
MSRA,-0.017203146601064034,False,2,0.0203;-0.0547
ZNF219,-0.017135931140596417,False,2,-0.2659;0.2316
ZNF343,-0.017099235917336197,False,2,-0.0796;0.0454
OXLD1,-0.017025727714533034,True,2,-0.0237;-0.0104
TLN2,-0.01699686986038751,False,2,0.0367;-0.0707
ZNF444,-0.016951564358925753,False,2,-0.0433;0.0094
GPC1,-0.01693083623121916,True,2,-0.0183;-0.0155
MRPL52,-0.016904836515530652,False,2,-0.0991;0.0653
ENGASE,-0.01685319749038977,False,2,0.0009;-0.0346
KDM7A,-0.01682020972104248,True,2,-0.0024;-0.0313
ST8SIA4,-0.01681486091733475,False,2,-0.0807;0.0471
OSTC,-0.01680382234251443,False,2,-0.2347;0.2011
INSR,-0.016801539407326482,False,2,0.0145;-0.0481
C12orf45,-0.016795622385583908,False,2,0.0724;-0.1060
LIFR,-0.01679170502214461,True,2,-0.0060;-0.0276
AGTRAP,-0.016768889575156654,False,2,-0.2090;0.1755
ATF3,-0.016724695065081896,False,2,-0.1219;0.0885
ZNF501,-0.016722648020415898,False,2,0.0510;-0.0844
SLC27A4,-0.016687865139636493,False,2,0.0127;-0.0461
ANKRD23,-0.016668668639554962,False,2,-0.0769;0.0435
HSPA2,-0.016661929022617095,False,2,0.0155;-0.0488
SEC11C,-0.016644500637481185,False,2,0.0662;-0.0995
CALY,-0.016610074968907595,False,2,0.1209;-0.1541
ZFP36L2,-0.016548433899441384,False,2,-0.1236;0.0905
GGH,-0.016538418661753984,False,2,-0.0491;0.0160
FKBP7,-0.016535652014985802,False,2,0.0593;-0.0924
FBXO41,-0.01653135309404269,False,2,0.0418;-0.0749
EIF4A2,-0.016527200518722585,False,2,-0.0785;0.0454
CNN3,-0.016508230464153173,False,2,-0.0449;0.0118
ERCC6L,-0.01650787024571576,False,2,0.0306;-0.0636
STOX1,-0.016496884568488634,False,2,-0.0616;0.0287
PITPNC1,-0.01643832694579095,False,2,0.0126;-0.0455
ZNF697,-0.016422046609819885,False,2,0.0370;-0.0699
PPP1R8,-0.01641628671475437,True,2,-0.0198;-0.0130
CHRNA1,-0.01640728542545239,False,2,0.0301;-0.0629
NUP210,-0.016392098658431997,False,2,0.1250;-0.1578
ATAD5,-0.016383628513926607,False,2,-0.1011;0.0683
SLC35B3,-0.01635487520746076,False,2,0.1000;-0.1327
C1orf115,-0.016347937410647162,False,2,0.0405;-0.0732
GNG7,-0.01621584051956293,False,2,-0.0507;0.0183
ARHGAP35,-0.016215092677381526,True,2,-0.0065;-0.0259
SLC1A5,-0.01620487576206464,False,2,-0.0642;0.0318
MRPS10,-0.016133137272277887,False,2,0.1564;-0.1886
SEMA4A,-0.016121517995997592,False,2,0.0999;-0.1322
ZNF316,-0.016068811757975254,False,2,-0.1130;0.0808
PRPF6,-0.016068343032086596,False,2,0.1248;-0.1570
IL17D,-0.016060037822046236,False,2,-0.0328;0.0007
RAC1,-0.016053751254602955,False,2,0.0101;-0.0422
SOX14,-0.016041878862744108,False,2,-0.0426;0.0105
PDHB,-0.01602194745700236,False,2,-0.1137;0.0817
SMIM15,-0.016020817695955314,False,2,0.0593;-0.0913
IER2,-0.016018613907116896,False,2,-0.0468;0.0147
RASA3,-0.015986778695554316,False,2,0.0232;-0.0552
ROPN1L,-0.01596120135098056,False,2,0.0245;-0.0565
TBPL1,-0.01593986030561656,False,2,-0.1238;0.0920
CIPC,-0.015900003700163978,False,2,0.0206;-0.0524
KCNQ5,-0.015876715389653018,False,2,0.0217;-0.0534
RBM15,-0.01587274716114445,False,2,0.0634;-0.0952
ATOH7,-0.015834004845591276,False,2,-0.1027;0.0710
TM9SF2,-0.015833703737356264,False,2,-0.1728;0.1411
KIF21A,-0.01581683215995272,False,2,0.0777;-0.1093
AVPR2,-0.01579493922557612,False,2,0.0418;-0.0734
ENPP4,-0.015768573052530988,False,2,0.0076;-0.0391
XRCC2,-0.01574044013902426,False,2,0.1422;-0.1737
STX8,-0.01573020354318777,False,2,-0.0511;0.0197
FEV,-0.015726950951418628,False,2,-0.0894;0.0579
AXIN2,-0.015697697670385313,False,2,-0.0367;0.0053
IFITM2,-0.01560337072817014,False,2,0.0482;-0.0794
ANO6,-0.01560045127785159,False,2,-0.1303;0.0991
KRT20,-0.015596729494209094,False,2,-0.1987;0.1675
CMTM3,-0.015590678285715365,False,2,-0.2313;0.2001
KCTD10,-0.015578594595035744,False,2,-0.0509;0.0197
HIST1H4F,-0.015578161152090764,False,2,-0.1473;0.1161
ZNF320,-0.015575013231417745,False,2,-0.0514;0.0202
RETN,-0.015500277697171772,False,2,-0.1857;0.1547
CEP170B,-0.015489348411607151,False,2,0.0049;-0.0359
MANBA,-0.015463052547087797,False,2,-0.1210;0.0901
ARL13A,-0.015443378927962215,False,2,0.1525;-0.1834
ARPC5L,-0.0154315492101329,False,2,-0.1164;0.0856
DPH7,-0.015395951647284578,False,2,0.0141;-0.0449
MOB2,-0.015387166322201717,False,2,0.1282;-0.1589
FAM199X,-0.015387014246640796,False,2,-0.0963;0.0655
ZNF785,-0.01537580680774464,False,2,0.0376;-0.0683
C7,-0.015352345754422347,True,2,-0.0147;-0.0160
SLC44A5,-0.015351096995878999,False,2,0.0127;-0.0434
MAK,-0.015334736814617445,False,2,0.0894;-0.1201
DHX57,-0.015326283673038621,False,2,0.0266;-0.0573
CLDN3,-0.015318443254180969,False,2,0.0238;-0.0544
CDKN1C,-0.015313277628209498,False,2,0.1529;-0.1835
SEC23A,-0.015286445402175497,False,2,-0.0385;0.0079
ODR4,-0.015277599190980262,False,2,0.0489;-0.0795
APOE,-0.015274021744899113,False,2,-0.1467;0.1161
ACER3,-0.015267286612111408,True,2,-0.0243;-0.0062
SLMAP,-0.01526292816260888,False,2,0.0607;-0.0912
SCML1,-0.015242853463932338,False,2,0.0335;-0.0640
ZNF286A,-0.015198259971595962,False,2,-0.0358;0.0054
DPYD,-0.015196634621152005,False,2,0.0308;-0.0612
DLX3,-0.015190281624477164,False,2,0.0879;-0.1183
MLH3,-0.0151616209315521,False,2,0.0377;-0.0681
DCST2,-0.015152589987972531,False,2,0.0654;-0.0957
KLF5,-0.015115876025768471,False,2,-0.0875;0.0573
CPEB4,-0.01501158089874044,False,2,-0.0956;0.0656
CDX1,-0.015009891097217287,False,2,-0.0524;0.0223
IRAK2,-0.01500943457830134,True,2,-0.0018;-0.0282
ATE1,-0.014990036111138028,False,2,-0.0968;0.0669
CCDC65,-0.014926699188387405,True,2,-0.0240;-0.0058
NAB2,-0.014909256716265418,True,2,-0.0276;-0.0022
HES3,-0.014864736806044998,False,2,0.1151;-0.1448
ACVR1B,-0.014864368244571158,True,2,-0.0193;-0.0104
NEK3,-0.014834705244095248,False,2,-0.0771;0.0474
ZMAT5,-0.014801235362393528,False,2,0.0713;-0.1009
TBR1,-0.014796230877383354,False,2,-0.1408;0.1112
VASH1,-0.014789657373880383,True,2,-0.0283;-0.0013
IRX3,-0.014768302085701568,False,2,0.0546;-0.0841
TRAF3,-0.014749792306164689,False,2,-0.1047;0.0752
SMS,-0.014742299545053683,False,2,0.0133;-0.0428
ABCB8,-0.014724101186420646,False,2,-0.0386;0.0092
MZT2B,-0.014703025497463718,False,2,-0.2624;0.2330
TICAM1,-0.01468205028759706,False,2,-0.0946;0.0652
MKLN1,-0.014681634339560157,False,2,-0.0522;0.0228
ZNF148,-0.014656815437412707,False,2,0.0019;-0.0312
CARMIL1,-0.014656782389989909,False,2,0.0669;-0.0963
SNX16,-0.01465162911564255,False,2,0.0377;-0.0670
DNAH2,-0.014642119841141665,False,2,0.0812;-0.1105
ZNF224,-0.01460592266855898,False,2,-0.1410;0.1118
ADD1,-0.014597308150980814,True,2,-0.0128;-0.0164
GTF2E2,-0.014593438683673576,False,2,-0.2365;0.2073
CKAP2,-0.01458835784000867,False,2,-0.1029;0.0737
C1orf189,-0.014518802244110507,False,2,-0.0924;0.0633
GDF9,-0.014504463627202036,False,2,-0.0808;0.0518
KRT8,-0.014496597945541034,False,2,-0.0568;0.0278
LRRC2,-0.014455366333477104,False,2,-0.0765;0.0476
PRPF40B,-0.014454834753041546,False,2,-0.0977;0.0687
MYNN,-0.014446339931043495,False,2,0.0936;-0.1225
TMEM168,-0.014442727872564176,False,2,-0.0447;0.0159
TMEM237,-0.014435634909309658,False,2,-0.0366;0.0078
HSPA12A,-0.014433756212047677,False,2,-0.1549;0.1260
HSD17B14,-0.014420134694016762,False,2,0.1164;-0.1452
CRYGS,-0.014417129399793116,False,2,-0.0857;0.0568
CASC4,-0.014374938122311276,False,2,-0.0964;0.0677
DMRTA1,-0.01437086927201947,True,2,-0.0062;-0.0225
PLA2G4C,-0.014369708949006021,False,2,0.0299;-0.0587
ZNF624,-0.014360615146769229,False,2,-0.1173;0.0886
OCEL1,-0.014351764040354542,False,2,-0.2785;0.2498
BCL7A,-0.014339341142069084,False,2,0.0317;-0.0604
RBM12,-0.014297247995435969,False,2,-0.0590;0.0304
MBIP,-0.01428865712411076,False,2,0.0899;-0.1185
LANCL1,-0.014271670887490928,False,2,-0.1023;0.0737
FAM107B,-0.01426899440770868,False,2,-0.1952;0.1666
BTK,-0.014238192336641975,True,2,-0.0015;-0.0270
RHOB,-0.014197218723239313,False,2,-0.1550;0.1266
GSTM1,-0.014195647548376433,False,2,0.0450;-0.0734
ALKAL2,-0.014190721371129866,False,2,0.0260;-0.0544
SLC18A2,-0.014153364392173962,False,2,-0.1157;0.0874
N4BP2,-0.014138975798061004,False,2,-0.0986;0.0703
PHOSPHO1,-0.014136660996720063,False,2,-0.0721;0.0438
SZRD1,-0.014057392182227957,False,2,0.0920;-0.1201
TRIM69,-0.014035519561466148,False,2,0.0561;-0.0842
ELF3,-0.014024050012958478,True,2,-0.0267;-0.0013
C19orf25,-0.01400931374748593,False,2,0.0200;-0.0480
VPS37B,-0.013989097726710753,False,2,-0.0420;0.0140
VSX1,-0.013983870712538593,False,2,-0.2150;0.1871
NCKAP1,-0.01397123823684987,False,2,-0.0341;0.0062
DBX1,-0.013955013451562914,False,2,-0.0505;0.0226
MAPKAPK5,-0.013932512647250817,False,2,0.0089;-0.0367
FAM83D,-0.013909847404006248,False,2,-0.0583;0.0305
NIPA1,-0.01390489796618083,False,2,0.1278;-0.1556
TMEM216,-0.013900470654336083,False,2,0.0349;-0.0627
TFAP2D,-0.013867932722968157,False,2,-0.0901;0.0623
TMEM42,-0.013813632567753753,False,2,0.0600;-0.0876
TSNAX,-0.013770825483143956,False,2,0.0527;-0.0802
ZBTB40,-0.013752761153371873,True,2,-0.0088;-0.0187
ATXN2L,-0.013744114795205431,False,2,-0.1342;0.1067
MYEF2,-0.01369985141945057,False,2,0.0601;-0.0875
CRX,-0.013613427159228753,False,2,-0.0850;0.0578
COQ4,-0.013557801895667132,False,2,-0.0466;0.0195
NAB1,-0.013536726634993834,False,2,0.0428;-0.0698
UBE3C,-0.01347434867686692,False,2,-0.1663;0.1394
FGFBP2,-0.013471262575296739,False,2,0.0672;-0.0941
GSC,-0.013462614261423533,False,2,0.1424;-0.1693
CLN5,-0.013372578877942853,False,2,-0.0428;0.0160
RHNO1,-0.01334804327164324,False,2,0.0306;-0.0573
VCPIP1,-0.01332030834378839,False,2,-0.0890;0.0623
CSF1,-0.013319103877394989,False,2,-0.0378;0.0112
PHF19,-0.013304742814682191,True,1,-0.0133
FAM234A,-0.013299804487795275,False,2,0.0132;-0.0398
FHIT,-0.013290649111585673,False,2,0.1010;-0.1276
YARS,-0.013268373804249223,False,2,0.1096;-0.1361
KPNB1,-0.013240248328166837,True,1,-0.0132
SYNGR2,-0.013192244099132333,False,2,-0.1161;0.0897
THOP1,-0.013192177152651197,True,2,-0.0117;-0.0147
PLEKHA5,-0.013187950860983289,False,2,0.1394;-0.1657
FOXJ2,-0.013175841817127387,False,2,-0.0450;0.0186
CDC42SE2,-0.013172739368443653,False,2,0.1763;-0.2026
HHLA3,-0.01312484259451041,False,2,0.1208;-0.1470
RABL2A,-0.013105481962072008,False,2,0.0198;-0.0460
NAGLU,-0.013101976720857111,False,2,-0.0440;0.0178
RAB3IP,-0.013089448234050893,True,2,-0.0259;-0.0003
HECW1,-0.013078047445541086,True,2,-0.0142;-0.0119
PABPC1,-0.013077828322769602,False,2,0.1126;-0.1387
BNIPL,-0.013027971373664626,True,2,-0.0256;-0.0005
GMFB,-0.013007087804949302,False,2,-0.0282;0.0022
SP140L,-0.012997933092526004,False,2,0.1316;-0.1576
MRPL42,-0.012991824985941425,True,2,-0.0055;-0.0205
NDUFAF3,-0.01297476606925696,True,2,-0.0040;-0.0220
NDC1,-0.01295562581407872,False,2,-0.0715;0.0456
DSP,-0.01294692267201325,False,2,-0.0293;0.0034
ALKBH6,-0.01293318453083947,False,2,0.0503;-0.0762
MSI2,-0.012916282675934587,True,2,-0.0176;-0.0083
PRDM13,-0.012889876081342788,False,2,0.0885;-0.1142
C10orf95,-0.012866394265744874,False,2,0.0710;-0.0968
SNX10,-0.012848544782535831,False,2,-0.1961;0.1704
TMED7,-0.012801337885017916,False,2,-0.0968;0.0712
HIST2H3D,-0.012793641159828173,False,2,-0.0479;0.0223
KDELC1,-0.012770459612944762,False,2,-0.0312;0.0057
NEFL,-0.012769834442406314,False,2,-0.1042;0.0787
H2AFZ,-0.012762294754728454,False,2,-0.2268;0.2013
USP1,-0.01270637764090976,False,2,0.0056;-0.0310
B3GAT3,-0.01268143501684793,True,2,-0.0003;-0.0251
MAN2C1,-0.01265731333771769,False,2,-0.2974;0.2721
KEAP1,-0.012591093804684927,False,2,-0.3038;0.2786
IER5L,-0.012578249967353572,False,2,0.0505;-0.0756
STT3B,-0.01254411447499132,False,2,0.0832;-0.1083
RNF208,-0.012527729616312766,False,2,0.0155;-0.0405
ABCF2,-0.012518001046549987,False,2,-0.0734;0.0483
CSPP1,-0.012445670724815061,True,2,-0.0205;-0.0044
HLA-DRA,-0.012445210393869366,False,2,0.0022;-0.0270
RAB10,-0.012444927629674418,False,2,-0.0912;0.0663
PEX16,-0.012440110565900275,False,2,0.0133;-0.0382
SH3BP2,-0.01240085248320072,False,2,0.0028;-0.0276
TMEM25,-0.0123995602817501,False,2,0.0702;-0.0950
RNF121,-0.012364337831774042,False,2,-0.0794;0.0547
CENPBD1,-0.012357826801039584,True,2,-0.0085;-0.0162
NFE2L3,-0.012336374230139335,False,2,-0.0709;0.0462
PARG,-0.01233278758068912,False,2,-0.1667;0.1420
LRRC61,-0.012299862376164872,True,2,-0.0064;-0.0182
NR2E1,-0.012176111487219421,False,2,-0.0560;0.0317
PHACTR1,-0.01216794770195817,False,2,0.0127;-0.0371
ADAM9,-0.012150907142036371,True,2,-0.0136;-0.0107
ATP8A2,-0.012080509534598938,False,2,-0.1526;0.1284
HOXB5,-0.01207071073588567,False,2,0.0183;-0.0425
NUP37,-0.012050056492332484,False,2,-0.1847;0.1606
APMAP,-0.012004310093205461,False,2,-0.1720;0.1480
ZMPSTE24,-0.01199193488491912,True,2,-0.0130;-0.0110
ENPP3,-0.01197373153411374,False,2,-0.1446;0.1206
SMN2,-0.011938098724848079,True,1,-0.0119
SIX1,-0.011892131114750848,True,2,-0.0180;-0.0057
RNF123,-0.011825838271883216,False,2,-0.0441;0.0204
HELLS,-0.011813497700734144,False,2,-0.1150;0.0914
BEX5,-0.011805875314010117,False,2,-0.0667;0.0431
DEDD,-0.011805761155009586,False,2,0.0031;-0.0267
BORCS8,-0.011765016605895018,True,2,-0.0122;-0.0113
KCTD18,-0.011761965181938727,False,2,-0.1126;0.0891
DUSP11,-0.011749132040653643,False,2,-0.0371;0.0136
FAM209A,-0.011724122665475512,False,2,-0.0621;0.0387
MICU1,-0.011713851896651861,False,2,0.0320;-0.0554
NKX2-1,-0.011686341993010274,False,2,0.0083;-0.0316
PSMB9,-0.011684196557507631,False,2,-0.0360;0.0127
TERF2IP,-0.011620110768049918,False,2,-0.1062;0.0830
PRRT2,-0.011598411596862701,False,2,-0.0312;0.0080
ZNF250,-0.011590801489689828,False,2,-0.0865;0.0633
PAX3,-0.011543541287334147,False,2,-0.1146;0.0915
RAB11FIP3,-0.011538191845017143,False,2,-0.0550;0.0319
CCDC15,-0.01149621946016044,False,2,0.0024;-0.0254
AUNIP,-0.011467193740458237,False,2,-0.1166;0.0936
LRRC75A,-0.011449488899726745,False,2,-0.0892;0.0663
TSEN2,-0.011448813061546381,False,2,0.0533;-0.0762
NBPF1,-0.011428389522706084,False,2,-0.0348;0.0120
TREML1,-0.011419633354189496,False,2,-0.0693;0.0465
RALGAPB,-0.011413891392671627,False,2,0.0283;-0.0512
ZCWPW2,-0.011409115795383062,False,2,0.1410;-0.1639
TMED5,-0.011381520571554726,False,2,-0.0458;0.0230
OAS2,-0.011357812226614583,False,2,-0.1564;0.1337
TGIF2LX,-0.011355108501341526,False,2,0.1077;-0.1304
FAM53B,-0.01135391074753922,True,2,-0.0157;-0.0070
ATP6AP2,-0.01133041700779236,True,1,-0.0113
TNRC6B,-0.0113175864005024,True,2,-0.0193;-0.0033
CAPNS1,-0.011301487485939454,False,2,0.1745;-0.1971
PRR34,-0.011295504525297817,False,2,-0.1450;0.1224
SPEN,-0.011273188817240709,False,2,-0.1194;0.0969
CFAP97,-0.011266679129863011,False,2,-0.1202;0.0977
KCNQ1,-0.01125541455836676,False,2,0.0385;-0.0610
SLC20A1,-0.011223707852296316,False,2,-0.0691;0.0466
SEC24C,-0.011184166676021345,False,2,0.1116;-0.1340
MAP7D1,-0.011135351468128607,False,2,0.1335;-0.1558
NARS,-0.011099431274692817,False,2,-0.0642;0.0420
RARS,-0.011012156947075136,True,1,-0.0110
CEP57L1,-0.010996384792396396,False,2,-0.2000;0.1780
CRY1,-0.010925153443800517,False,2,-0.1518;0.1299
ZC3H6,-0.010909216760334295,False,2,-0.1353;0.1135
SAMD8,-0.01088822826684821,False,2,-0.1885;0.1668
TMEM128,-0.010845874754885854,False,2,0.0370;-0.0587
MYBL1,-0.010840456936655918,False,2,-0.0554;0.0337
NHLH2,-0.01081417536801238,False,2,0.1601;-0.1817
UHMK1,-0.010797222565116282,False,2,-0.0375;0.0159
ITGA2,-0.0107104762488206,False,2,-0.0896;0.0682
HOOK2,-0.010709546320956775,False,2,0.1396;-0.1610
TSPAN6,-0.010704158395183239,False,2,-0.0710;0.0496
IRX5,-0.010701330300957212,False,2,-0.1811;0.1597
INTS7,-0.010624406104864592,False,2,0.0009;-0.0221
TIMM9,-0.010603179896557458,False,2,-0.1392;0.1180
OAT,-0.010581756719369007,False,2,0.0136;-0.0348
TMEM126A,-0.010577894281879163,False,2,-0.0503;0.0292
PTGS1,-0.010516927792055597,False,2,-0.0513;0.0303
MSANTD3,-0.010502610883342145,False,2,0.1211;-0.1422
SLC27A3,-0.010491229710692718,False,2,0.1545;-0.1755
H2AFY,-0.010483142581021454,False,2,-0.1091;0.0881
CCDC88A,-0.010467811944342653,False,2,-0.0971;0.0761
OVGP1,-0.01045450341354437,True,2,-0.0061;-0.0148
ALCAM,-0.01044355464005664,False,2,-0.0665;0.0456
TLE1,-0.010431480678019966,False,2,0.0850;-0.1059
KIF15,-0.01041925700313584,False,2,-0.1977;0.1769
IL1B,-0.01040260589617803,True,2,-0.0198;-0.0010
FOXO3,-0.010361859372327031,False,2,0.0767;-0.0975
TMEM106B,-0.010360288527299089,False,2,-0.0629;0.0422
SLC35D1,-0.010336409256438805,False,2,0.0231;-0.0437
STIM1,-0.010332889592043759,False,2,0.0137;-0.0344
ZNF765,-0.010327154422859364,False,2,-0.1514;0.1308
TDRD7,-0.010307415391512698,False,2,-0.0514;0.0308
PTPN23,-0.010300809060445393,False,2,-0.0626;0.0420
ZIK1,-0.010206481772659592,False,2,0.0312;-0.0516
RGS9,-0.010201651326004368,False,2,-0.0237;0.0033
ADCY7,-0.010200821982596198,False,2,0.0132;-0.0336
TMEM245,-0.010176706776602429,False,2,0.1279;-0.1483
CTSK,-0.010145470944577406,False,2,-0.0230;0.0027
ARL9,-0.010135309496342892,False,2,0.0830;-0.1033
LMAN1,-0.010118797621287201,False,2,0.0952;-0.1154
SUPT3H,-0.010115076763002495,False,2,-0.0497;0.0294
GRAMD2B,-0.010112274898954499,False,2,-0.0485;0.0282
IRF5,-0.010100836486854448,False,2,0.0137;-0.0339
ACSM3,-0.010082111221359935,False,2,-0.0681;0.0479
RAB37,-0.009990352384676549,False,2,0.0312;-0.0512
TLX1,-0.009969349413293305,False,2,0.1160;-0.1360
FUCA1,-0.009934544568383608,False,2,0.0569;-0.0768
