perturbation,direction_score,direction_sign_agreement,direction_n_donors,direction_per_donor
ELL2,-0.00993096163205065,False,2,-0.1274;0.1076
ITGB1,-0.009917250396357047,False,2,-0.1348;0.1150
ZBTB43,-0.009909209892019377,False,2,-0.1743;0.1545
RUNX2,-0.00988895933046302,False,2,0.0317;-0.0515
C11orf21,-0.009814442683803049,False,2,-0.0570;0.0373
MFSD8,-0.009797213829955076,False,2,0.0294;-0.0490
FBLN5,-0.009774691890686416,False,2,0.0706;-0.0902
FAM117B,-0.00976213258369174,False,2,0.0594;-0.0790
EHD3,-0.009756204944669333,True,2,-0.0106;-0.0089
SLC16A6,-0.009749333362359947,False,2,-0.0978;0.0783
CNOT10,-0.009721486047633454,False,2,-0.1048;0.0854
ADAT3,-0.009714735599194946,False,2,0.0100;-0.0294
MGA,-0.009707691714313071,False,2,0.0020;-0.0214
KLHDC1,-0.009706618038254677,False,2,-0.1139;0.0945
ZMAT3,-0.009696061387224786,False,2,-0.0335;0.0142
CLUH,-0.009666664315448492,False,2,0.0549;-0.0743
ENY2,-0.009650403008812147,False,2,0.2921;-0.3114
KLC4,-0.009643442301189409,False,2,-0.0888;0.0695
FOXS1,-0.009634244635793321,False,2,0.0849;-0.1042
ATRN,-0.009632613182933958,True,2,-0.0034;-0.0159
PDE4B,-0.009618191934149534,False,2,0.0162;-0.0355
USP40,-0.009572878303361176,False,2,-0.0475;0.0284
SAFB2,-0.009550646319213818,False,2,0.0359;-0.0550
VTI1B,-0.009541704864503786,False,2,-0.0355;0.0164
PPP1R37,-0.009497060827504678,False,2,-0.0684;0.0494
LAPTM4A,-0.009496826656592794,False,2,-0.0960;0.0770
DGKH,-0.009495497609735892,False,2,-0.1230;0.1040
TNNC2,-0.009489536476442184,False,2,0.0073;-0.0263
CTSD,-0.009487262747789216,False,2,-0.0425;0.0236
KLHL3,-0.009472611761672856,False,2,0.0108;-0.0297
TMEM243,-0.009462925409196354,True,2,-0.0155;-0.0035
HBA2,-0.00944316507796783,False,2,-0.1091;0.0902
STK26,-0.009423629494013985,False,2,-0.0273;0.0084
NPDC1,-0.009418614973674466,True,2,-0.0007;-0.0182
ZBTB7C,-0.00940567084419075,True,2,-0.0155;-0.0034
LNX1,-0.009393093591036628,False,2,0.1046;-0.1234
GYS1,-0.00939241383989009,False,2,-0.0273;0.0085
LOXL2,-0.009383194778650461,False,2,-0.0348;0.0160
AOC3,-0.009356392528454993,False,2,0.0924;-0.1111
CORO2A,-0.009308737365584074,False,2,0.0935;-0.1121
SLC25A11,-0.009252091822930075,False,2,-0.0626;0.0441
ZBTB25,-0.009248298384173237,False,2,0.0494;-0.0679
EPHX1,-0.0092478056144914,False,2,0.0512;-0.0697
ETV3,-0.00921996746365894,False,2,-0.1155;0.0970
FSTL1,-0.009186509716887226,False,2,0.0959;-0.1143
PDK3,-0.009177073216635911,False,2,0.0134;-0.0318
ZNF518A,-0.009172770446500444,False,2,-0.0531;0.0348
ALPL,-0.009170750723159315,False,2,-0.1251;0.1067
PTMA,-0.009115501983419705,False,2,0.0376;-0.0558
PTPN14,-0.009084138471059378,True,2,-0.0130;-0.0052
SGSH,-0.009075033076142103,False,2,-0.1214;0.1032
CCL4L2,-0.00905070607733549,False,2,-0.0397;0.0216
S100A8,-0.009010946169686396,False,2,0.0736;-0.0916
DEFB131B,-0.008978533708186465,False,2,0.0584;-0.0764
OLIG1,-0.008937567632277044,False,2,-0.0724;0.0545
LMO2,-0.008913928393444182,False,2,-0.1089;0.0911
SLC2A1,-0.008909507576166154,False,2,-0.1955;0.1777
POU4F3,-0.008887349586699789,False,2,-0.0321;0.0143
LPXN,-0.008854384927860115,False,2,0.0091;-0.0268
KLRB1,-0.008851854411139393,False,2,0.1053;-0.1230
RMI1,-0.008848413854048387,False,2,0.1142;-0.1319
ZC3H7B,-0.00881170932468811,False,2,0.0496;-0.0672
MGAT4A,-0.008766838646473651,False,2,-0.0979;0.0804
CCDC9,-0.008754383112767217,False,2,-0.2175;0.2000
GATAD2B,-0.00868627979492731,False,2,-0.0202;0.0028
KLHL22,-0.008623835030586613,False,2,0.0031;-0.0203
MT1X,-0.008610842876445646,False,2,-0.0498;0.0325
SHPK,-0.008609243621591822,False,2,0.0597;-0.0769
CYC1,-0.00857849619293155,False,2,0.0644;-0.0816
LUZP1,-0.008563018393303423,False,2,-0.0401;0.0230
IL11RA,-0.008533719338136625,False,2,-0.0246;0.0076
MIPEP,-0.00852459884396961,False,2,0.0309;-0.0480
XKR8,-0.008513029186724808,False,2,-0.0399;0.0228
GFI1,-0.008502647035011135,True,2,-0.0051;-0.0119
FNDC9,-0.008497208099333853,False,2,-0.1526;0.1356
G6PC3,-0.008475342384417717,False,2,-0.0625;0.0455
MAPK8IP3,-0.00841811123865388,False,2,0.0115;-0.0284
ERGIC2,-0.008400416250661569,False,2,0.0831;-0.0999
SSR4,-0.008388647991746656,False,2,-0.0361;0.0193
XPA,-0.008364748139655931,False,2,-0.1663;0.1496
BRD9,-0.008364698052168773,False,2,-0.0370;0.0203
NCK2,-0.0083508668459914,False,2,-0.0488;0.0321
L3MBTL2,-0.008338180461907485,False,2,-0.1575;0.1408
PTBP1,-0.008323867662120898,False,2,0.0158;-0.0324
RNF32,-0.008303219278879781,False,2,-0.0296;0.0130
TOPORS,-0.008300647762210789,False,2,0.0384;-0.0550
ZDHHC5,-0.008295964259724953,False,2,0.0529;-0.0695
ETFRF1,-0.008234645538632512,False,2,-0.0808;0.0644
IGF1R,-0.008186678871758835,False,2,-0.0207;0.0043
HRH4,-0.008127832234512578,False,2,0.0190;-0.0352
SLC39A4,-0.008102857687799836,True,2,-0.0050;-0.0112
KRBOX4,-0.008087362755476946,False,2,-0.1040;0.0878
EIF2D,-0.008080458230183774,False,2,-0.1052;0.0891
TNFSF4,-0.008079732944956675,False,2,-0.0924;0.0763
KRTCAP2,-0.008067832553906862,False,2,0.0692;-0.0853
PPP2R5C,-0.008041061336834243,False,2,-0.0416;0.0255
GDPD3,-0.008039234339202894,False,2,0.1548;-0.1709
MRPS25,-0.00802968158297157,False,2,-0.0266;0.0105
GAA,-0.008004843920027094,False,2,-0.0808;0.0648
METTL13,-0.007985582697455196,False,2,-0.0405;0.0245
FCRL1,-0.007973696045518341,False,2,-0.0269;0.0109
ZBTB26,-0.00797244541416764,False,2,-0.0591;0.0431
ZNF469,-0.00795613875762713,False,2,0.0048;-0.0207
ING5,-0.007909125662775629,False,2,0.0157;-0.0316
CHAMP1,-0.00789423517699056,False,2,0.1318;-0.1476
CD96,-0.007879942005159957,False,2,0.0588;-0.0745
ATPAF1,-0.007864671898192677,False,2,0.0839;-0.0996
ZNF558,-0.007846448296620845,False,2,0.0094;-0.0250
ZNF418,-0.00777805373380791,False,2,0.1208;-0.1364
OSTF1,-0.007769704940163269,True,2,-0.0033;-0.0122
ZNF12,-0.007714580098884705,False,2,0.1605;-0.1760
PCBD2,-0.007668123178743658,False,2,-0.0556;0.0403
PNMT,-0.007640824002376201,True,2,-0.0093;-0.0060
CEP95,-0.007632657352775629,False,2,-0.1272;0.1119
SLC25A16,-0.007622905546553871,False,2,0.0056;-0.0209
CATSPER2,-0.007604218562786702,False,2,0.0046;-0.0198
IGIP,-0.007589261034758876,False,2,0.1014;-0.1165
LIG1,-0.007581908436296414,False,2,0.0159;-0.0310
NUS1,-0.007557639204841093,False,2,0.1441;-0.1592
ENOPH1,-0.007550103147048237,False,2,0.0535;-0.0686
SIMC1,-0.0075248911182651534,False,2,-0.0860;0.0710
SYAP1,-0.007519637957588143,False,2,-0.0651;0.0500
HSH2D,-0.007495467914788612,False,2,-0.0943;0.0793
ABCC3,-0.007493202910793251,False,2,0.0244;-0.0394
ZNF676,-0.007451136378973877,False,2,-0.0627;0.0478
TUB,-0.00730692458707749,False,2,-0.0503;0.0356
TMC6,-0.007260119541651511,False,2,0.0045;-0.0190
LIN52,-0.007214943695254217,True,1,-0.0072
VANGL1,-0.0071554107432012515,False,2,-0.1175;0.1032
GPR108,-0.0070189201627760545,False,2,-0.0328;0.0188
CCDC97,-0.007009834532891335,False,2,0.1282;-0.1422
RAD1,-0.0070065307677474875,False,2,-0.1781;0.1641
RSF1,-0.006976603747185672,False,2,-0.1108;0.0969
SYNGR1,-0.006963334373505381,False,2,-0.0715;0.0576
CLC,-0.006935904151546879,True,2,-0.0007;-0.0132
RAD23B,-0.006931419959076146,False,2,0.0399;-0.0537
ADPRH,-0.006921160363437595,False,2,0.0963;-0.1101
INSIG1,-0.006910601045146181,False,2,-0.0537;0.0398
SLC9B1,-0.006891683491970446,False,2,0.1691;-0.1829
SNF8,-0.006804280287594833,False,2,0.0153;-0.0289
ZNF613,-0.006802895167957623,False,2,-0.0518;0.0382
TRAFD1,-0.006781578278360567,False,2,-0.0411;0.0275
B4GALNT4,-0.0067682896765796086,False,2,0.0287;-0.0423
COL6A2,-0.006742297678566933,False,2,-0.0282;0.0147
NRCAM,-0.006718591577747124,False,2,-0.0394;0.0260
CELSR3,-0.0066943090437077135,False,2,0.0436;-0.0570
XYLT2,-0.006690320787877679,False,2,-0.0244;0.0110
TOR1A,-0.00668626951453688,False,2,-0.0322;0.0188
SAMD4B,-0.006649928234719493,False,2,0.0918;-0.1051
PCOLCE,-0.006622707864607058,True,2,-0.0124;-0.0009
CD177,-0.006622703931077001,False,2,-0.1142;0.1009
SREK1IP1,-0.006618565736373039,False,2,0.1203;-0.1335
HAS3,-0.006615859511693634,False,2,-0.0667;0.0534
FBXL14,-0.006596924960824202,False,2,-0.0665;0.0533
BTBD11,-0.006586512791906363,False,2,-0.0286;0.0154
SLC4A2,-0.006566811453812826,False,2,0.0394;-0.0525
POP4,-0.006495733446301499,False,2,0.1151;-0.1280
TMEM110-MUSTN1,-0.0064933835696573405,False,2,0.0388;-0.0517
FCHO1,-0.006450692708409533,False,2,0.1576;-0.1705
JUP,-0.006448954189563372,False,2,-0.0245;0.0116
NCKIPSD,-0.006443432657750381,False,2,-0.0881;0.0752
RPLP2,-0.00642989718597925,False,2,0.1255;-0.1384
FICD,-0.006412664222286701,True,2,-0.0073;-0.0055
CSRNP1,-0.006411843720630805,False,2,0.1013;-0.1141
DLK2,-0.00640943928653992,False,2,-0.0509;0.0381
PRRC1,-0.006394015418968391,False,2,0.0714;-0.0842
METTL23,-0.0063931814386485875,False,2,0.0598;-0.0726
IARS,-0.006377833621977025,False,2,0.0537;-0.0664
KDELR3,-0.006364995345299107,False,2,0.0619;-0.0746
NME6,-0.006362901685280364,False,2,0.0341;-0.0468
ZNF383,-0.006343607448347277,False,2,0.1264;-0.1391
C1orf162,-0.00630461064832788,False,2,-0.0657;0.0531
MBOAT7,-0.00629258804123678,False,2,-0.1214;0.1088
SLC2A8,-0.006253403729835738,False,2,-0.0418;0.0293
NUDCD1,-0.006220931626442883,False,2,-0.0655;0.0531
TP53INP1,-0.006212762893588131,False,2,0.0164;-0.0288
DENND6B,-0.006208006444748726,False,2,0.1485;-0.1609
LGMN,-0.0062042921183042,False,2,-0.0908;0.0784
HIST1H1E,-0.006187496572744533,False,2,-0.0310;0.0187
MT1F,-0.006175137621451665,False,2,0.0271;-0.0395
IFT140,-0.006122150087443989,False,2,-0.0905;0.0783
RAMP3,-0.0061204562327885625,False,2,0.0296;-0.0418
ZNF678,-0.006096331885657613,False,2,-0.1742;0.1620
SLC9A5,-0.006074128614996233,False,2,0.0903;-0.1025
ZNF610,-0.006061611259176203,False,2,0.0671;-0.0792
CDKN1A,-0.005949913086368497,False,2,0.0975;-0.1094
VENTX,-0.005943118639877676,False,2,0.0297;-0.0415
UGDH,-0.0059295032247875246,False,2,0.0278;-0.0396
VMP1,-0.005924627675575167,False,2,0.0912;-0.1030
HNRNPF,-0.005865077341474789,False,2,-0.0552;0.0434
CHIT1,-0.005864982311639122,False,2,0.0374;-0.0491
NR1H4,-0.005819671180355035,False,2,0.0556;-0.0673
FER,-0.005781800111276492,False,2,-0.0823;0.0707
TBC1D20,-0.005758787981556657,False,2,0.0164;-0.0280
RAB5C,-0.005703915487407785,False,2,0.1152;-0.1266
PHTF2,-0.005690054805305156,True,2,-0.0110;-0.0004
FOXO1,-0.005671696466601039,False,2,-0.0983;0.0870
POU5F1B,-0.005669895071747921,False,2,0.0315;-0.0428
SERINC1,-0.00565313758711139,False,2,-0.0866;0.0753
ST7L,-0.005653069852229742,False,2,0.0262;-0.0375
PLD6,-0.005652815443271342,False,2,0.0552;-0.0665
TCF15,-0.005617473813639529,False,2,-0.0385;0.0273
IMPA1,-0.005594737370701486,False,2,0.0892;-0.1003
PLS1,-0.005543044376031703,False,2,-0.1378;0.1267
TRMT61B,-0.005541156051800389,False,2,-0.2056;0.1946
BRSK1,-0.005538790690754691,False,2,-0.0978;0.0868
FXYD3,-0.0055227021271365695,False,2,0.0249;-0.0360
NAT1,-0.0055162863136711815,False,2,0.0319;-0.0429
TM7SF2,-0.005446841929087176,False,2,0.0097;-0.0206
ZNF202,-0.005443870280188667,False,2,-0.0508;0.0399
PKIG,-0.005350999651073218,False,2,-0.0641;0.0534
LMAN2,-0.005345788786818351,False,2,-0.1140;0.1034
ISOC1,-0.005340064775984921,False,2,-0.1487;0.1380
SLC5A5,-0.005331273395907887,True,2,-0.0010;-0.0097
CDC7,-0.005313719804512784,True,1,-0.0053
SPEG,-0.005298400447336871,False,2,-0.1035;0.0929
GFM2,-0.005296093770056687,False,2,-0.1102;0.0996
ADCY9,-0.005283511144807518,False,2,0.1986;-0.2091
ALDH5A1,-0.0052673262140847665,False,2,-0.0258;0.0152
ZNF462,-0.005263171278607204,False,2,0.0952;-0.1057
FOSL2,-0.005213172265338573,False,2,0.0075;-0.0179
SEPT11,-0.0052126451559080245,False,2,0.1256;-0.1361
NUPL2,-0.005191867318376175,False,2,0.0460;-0.0564
RAB27B,-0.0051660986516745,False,2,-0.1204;0.1101
HIST1H3G,-0.0051172614920805826,False,2,0.1086;-0.1188
TMEM160,-0.005105505931011334,False,2,-0.1096;0.0994
PIGH,-0.005074811455516193,False,2,0.1470;-0.1572
DMRT2,-0.005036968787812679,False,2,-0.0501;0.0401
ZNF782,-0.0050307503168826595,False,2,0.1276;-0.1376
GOT1,-0.004972756515603138,False,2,-0.0425;0.0326
PARP4,-0.004954658813071056,False,2,0.0349;-0.0448
ATAD2B,-0.004914560547704561,False,2,-0.0258;0.0159
HIST2H2BF,-0.004906072035544329,False,2,0.0991;-0.1089
PGR,-0.004900738973541041,False,2,0.0213;-0.0311
SESTD1,-0.004894567735230448,False,2,-0.0335;0.0237
ARHGAP17,-0.00488801012438278,False,2,-0.0164;0.0067
PPT1,-0.004886288400293204,False,2,0.0632;-0.0730
UROS,-0.004831468087313606,False,2,-0.0289;0.0193
HTT,-0.004830729450236104,False,2,-0.0938;0.0841
DAB2,-0.004827794606152458,False,2,0.0041;-0.0137
BID,-0.004797879038229258,True,2,-0.0086;-0.0010
TMUB1,-0.004797497673586615,False,2,-0.0583;0.0487
CAMK1D,-0.004790952803760351,False,2,0.0264;-0.0360
DCBLD1,-0.004788145810500077,False,2,0.0254;-0.0349
FRMD4B,-0.004786441536646535,False,2,-0.0612;0.0516
NAT14,-0.004785112689948412,False,2,0.0530;-0.0625
EVI2A,-0.004782212810141018,False,2,-0.1292;0.1196
HEY2,-0.004775173327931204,False,2,-0.0363;0.0268
ANXA9,-0.004747996422264089,False,2,-0.0738;0.0643
FAM153A,-0.004665069216924722,False,2,0.0384;-0.0477
RPL5,-0.0046462251090569895,False,2,-0.0528;0.0435
CPD,-0.004620113823657124,True,2,-0.0078;-0.0014
PYGL,-0.004515095265339997,False,2,-0.0255;0.0164
RGL1,-0.00451309632888508,False,2,-0.0348;0.0257
OTUD7B,-0.0045126566165449855,False,2,0.0465;-0.0555
SLC4A8,-0.004500132615412711,False,2,-0.0264;0.0174
WRNIP1,-0.004478168230578117,False,2,0.0234;-0.0323
PHYH,-0.0044760913979542405,False,2,-0.0103;0.0013
EDN1,-0.004441067766001394,False,2,-0.0737;0.0649
SCGB1A1,-0.0044259016878899216,True,2,-0.0071;-0.0017
PITX1,-0.0044112730532062105,True,2,-0.0058;-0.0031
GNG4,-0.004389186772231324,False,2,0.0120;-0.0208
GCC1,-0.004380497710482989,False,2,0.1739;-0.1827
ZNF582,-0.004368914410332381,False,2,0.0131;-0.0218
APOD,-0.004348004277367146,False,2,-0.0294;0.0207
ZBED2,-0.00432312256340861,False,2,-0.0325;0.0238
SEPT5,-0.0043195916347935626,True,2,-0.0069;-0.0017
DIDO1,-0.004297297377143405,False,2,0.0273;-0.0358
ARMT1,-0.0042542131519810455,False,2,-0.0694;0.0609
DNMBP,-0.004251947967458647,False,2,0.0186;-0.0271
TOR1AIP2,-0.00419355380917763,False,2,-0.0837;0.0753
CDK19,-0.0041468044199143295,False,2,-0.0552;0.0469
KDM4C,-0.004095218949889512,False,2,0.0297;-0.0379
NT5C,-0.004072229975305541,False,2,-0.0558;0.0477
LGALS4,-0.004070501282407157,False,2,-0.1379;0.1297
CENPE,-0.004065481720051389,False,2,-0.1236;0.1155
SPTSSA,-0.004053706011085234,False,2,-0.2049;0.1968
FLVCR1,-0.00398263651692965,False,2,-0.0280;0.0200
DGKQ,-0.00390220082184467,False,2,-0.0151;0.0073
HOXA13,-0.003871939712358663,False,2,0.1045;-0.1123
PLPBP,-0.0038286303818955147,False,2,0.0625;-0.0701
RHBDD1,-0.003782594808534767,False,2,0.0196;-0.0272
VLDLR,-0.003782030042050355,False,2,-0.0619;0.0543
PCIF1,-0.0037757177659990537,False,2,0.0165;-0.0240
CMC2,-0.0037550989139908952,False,2,0.1242;-0.1317
TRIP10,-0.0037283678342242,False,2,0.0648;-0.0723
EMC8,-0.003725931346802547,False,2,0.0080;-0.0155
FUOM,-0.0037229567344032044,False,2,0.0748;-0.0823
TMEM161A,-0.0036786288813581702,False,2,-0.0850;0.0776
ACVR2A,-0.0036421337788630215,False,2,-0.0193;0.0120
MYSM1,-0.003635745553496328,False,2,-0.0372;0.0299
AP1G2,-0.003631305859162659,False,2,0.0824;-0.0896
ZNF30,-0.0036011841490184437,False,2,-0.0108;0.0036
RAP1B,-0.0035992288129721994,False,2,0.0628;-0.0700
XRN2,-0.0035774756480529968,False,2,-0.4386;0.4315
NANOGNB,-0.0035512644844059027,False,2,0.0957;-0.1028
IRF2BP2,-0.0035358610050039707,False,2,0.0375;-0.0445
TTC39B,-0.0034991585031989847,False,2,0.0557;-0.0627
CALM1,-0.003494989483326605,False,2,0.0917;-0.0987
SPATA7,-0.003488405145843143,False,2,-0.0382;0.0312
MUC20,-0.0034615779379717493,False,2,0.0862;-0.0931
TXNDC9,-0.0034525927447838223,False,2,-0.0528;0.0459
PURG,-0.0034299138062343637,False,2,-0.1168;0.1099
ITGA10,-0.003424742039053741,False,2,-0.0071;0.0003
CSNK1D,-0.0034112794373943878,False,2,-0.1349;0.1281
SLC2A4RG,-0.003401445670293768,False,2,-0.0070;0.0002
AVIL,-0.003393924362618539,False,2,-0.0310;0.0242
UGCG,-0.00339300610987614,False,2,-0.1319;0.1251
KIAA1671,-0.00338765091425669,False,2,0.0712;-0.0780
MT1H,-0.003384649043137178,True,2,-0.0024;-0.0044
CCDC88B,-0.0033665243619405705,False,2,0.2136;-0.2203
HOXA1,-0.003343658145158912,False,2,-0.0511;0.0445
ORAI3,-0.003333451454402281,False,2,0.0240;-0.0306
SMARCAL1,-0.003298370466202738,False,2,-0.0518;0.0452
ATG4C,-0.0032909699800618974,False,2,0.1455;-0.1521
PRR11,-0.0032714254247346863,False,2,-0.0135;0.0069
STAM2,-0.0032598283532685457,False,2,-0.1174;0.1109
TVP23B,-0.0032288881919633194,False,2,0.0191;-0.0255
SLC25A46,-0.0032192823038367235,False,2,-0.0458;0.0394
CASS4,-0.003209475300795739,False,2,0.1483;-0.1547
AMDHD2,-0.0032093611957199064,False,2,-0.1062;0.0997
CREB1,-0.003181064524819144,False,2,-0.1715;0.1651
TCIRG1,-0.0031710904575666943,False,2,-0.1038;0.0975
SLC4A5,-0.003141488133930004,False,2,0.0732;-0.0795
AP4B1,-0.0031410405875049174,False,2,0.0265;-0.0327
EAF2,-0.003098854099485626,False,2,-0.1696;0.1634
EIF4G3,-0.003049611803869312,False,2,-0.0929;0.0867
IL3RA,-0.0030386495591663287,False,2,0.1352;-0.1413
CASD1,-0.0030341685670862706,False,2,-0.1284;0.1223
CCDC134,-0.003007763626160953,False,2,0.1592;-0.1652
ZNF212,-0.002990453570813345,False,2,0.0302;-0.0362
SMIM11B,-0.002982800920669715,False,2,-0.0934;0.0875
OVOL3,-0.0029642358340687402,False,2,0.1359;-0.1419
TIAF1,-0.002962240852032172,False,2,0.0756;-0.0815
TENT5A,-0.0029032897782266254,False,2,-0.1296;0.1238
PTGER4,-0.0028930397471259583,True,2,-0.0025;-0.0033
SLAIN2,-0.0028545486573219314,False,2,-0.1296;0.1239
CCND1,-0.0028396388261485717,False,2,-0.0536;0.0479
SBNO2,-0.002817058144782947,False,2,-0.1144;0.1088
HOXA7,-0.002814742895573541,False,2,0.0520;-0.0577
CCR9,-0.002807599729992727,False,2,0.0569;-0.0626
BTN2A1,-0.002802720975085937,False,2,-0.0719;0.0663
HADH,-0.0027244291976645796,False,2,0.0947;-0.1002
ZNF534,-0.0026984078817233748,False,2,0.0557;-0.0611
PARP3,-0.0026749253657194494,False,2,-0.0324;0.0270
LRP10,-0.002667762678701613,False,2,0.0055;-0.0108
FOXD4L6,-0.0026246147549793264,False,2,0.1428;-0.1481
BCL2L11,-0.002621236366064039,False,2,0.0271;-0.0323
KIAA1191,-0.0026021358136671946,False,2,0.0157;-0.0209
SCARB1,-0.0025832578370585946,False,2,0.0101;-0.0153
RSRP1,-0.0025695202374741988,False,2,0.0420;-0.0471
ST3GAL1,-0.0025492440469988553,False,2,0.0147;-0.0198
TSN,-0.0025177852901812625,False,2,0.0295;-0.0346
CDS1,-0.0024877487896765027,False,2,-0.0514;0.0464
ZBTB16,-0.002479684957026329,False,2,-0.0301;0.0252
PGM2,-0.0024601870664376913,False,2,-0.2144;0.2094
ZBTB45,-0.0023567508807074145,False,2,-0.0451;0.0403
EPAS1,-0.0023458947803864927,False,2,-0.0321;0.0274
TXNRD3,-0.0023232448967669406,False,2,0.0296;-0.0342
ZBTB18,-0.002304998117017787,False,2,-0.0121;0.0075
RBM15B,-0.0022932009456129165,False,2,-0.1392;0.1346
SLC31A2,-0.0022740545373953758,False,2,-0.1190;0.1144
DEPDC7,-0.0022489568744032407,False,2,0.0548;-0.0593
SLFN11,-0.0022150706813128807,False,2,-0.0482;0.0438
RAN,-0.002196498286688442,True,1,-0.0022
ZNF550,-0.00218280262415399,False,2,0.0273;-0.0316
KPNA3,-0.0021337523115367296,False,2,0.0224;-0.0267
KIF4A,-0.0021324845423896788,False,2,-0.0704;0.0662
CCNQ,-0.0021125009524554095,False,2,-0.1038;0.0996
ZNF679,-0.002095677987894895,False,2,0.0082;-0.0124
SCAMP3,-0.0020868000548895926,False,2,-0.0749;0.0707
KCTD13,-0.0020776997610850723,False,2,0.0040;-0.0081
ARNTL,-0.0020379376847335373,False,2,0.0747;-0.0788
DISP1,-0.0019248471550386004,False,2,-0.1145;0.1107
GTF2H5,-0.0018998957058925514,False,2,-0.0377;0.0339
CASP2,-0.0018854528368147383,False,2,0.0243;-0.0281
DPY19L1,-0.0018692765970977354,False,2,0.0950;-0.0987
WNT1,-0.0018054504416696315,False,2,0.0705;-0.0741
ZNF626,-0.0018008331921457454,False,2,0.0184;-0.0220
NUSAP1,-0.0018001484187040728,False,2,0.0443;-0.0479
ZNF322,-0.0017793776246071147,False,2,-0.0772;0.0737
PPP1R14C,-0.0017537847954502417,False,2,0.1443;-0.1478
GPR174,-0.001716529251767518,False,2,0.1915;-0.1949
NPTX1,-0.0016638590089472771,False,2,-0.0398;0.0365
TEPSIN,-0.0016463020727766065,False,2,0.0701;-0.0734
TNFRSF21,-0.0016431413137227846,False,2,0.0730;-0.0763
RUNX1,-0.0016353954351069344,False,2,0.0096;-0.0129
LTK,-0.0015769323230958587,False,2,0.0443;-0.0475
DMTF1,-0.001554614252389952,False,2,0.0352;-0.0383
FAM111B,-0.0015460138072844742,False,2,-0.1157;0.1126
SLC38A2,-0.0015192529852261494,False,2,-0.1292;0.1262
C5orf58,-0.001489779444461159,False,2,0.0168;-0.0198
MAPKBP1,-0.0014661342589046278,False,2,0.0050;-0.0080
CLCN3,-0.001425967665296013,False,2,0.0767;-0.0795
TBXAS1,-0.0014083344095054962,False,2,-0.0893;0.0865
DEGS2,-0.0013815321161454452,False,2,0.0509;-0.0537
POLE3,-0.0013747031944321142,False,2,0.1933;-0.1961
PARP8,-0.0013665063718073522,False,2,-0.0672;0.0644
ADIPOR1,-0.001354179909968778,False,2,-0.1294;0.1267
PRDM11,-0.0013500238009468424,False,2,-0.0244;0.0217
ROCK1,-0.001328529981330484,False,2,0.0783;-0.0810
ZDHHC20,-0.0013252677560858794,False,2,0.0785;-0.0811
FLYWCH2,-0.0012536719033784949,False,2,0.0416;-0.0441
OTX2,-0.0012218232983283728,False,2,0.0929;-0.0953
AP1AR,-0.0012217551152360895,False,2,0.1297;-0.1321
LMBR1,-0.0012138452959884471,False,2,-0.0516;0.0491
ISG20,-0.0012083665725242665,False,2,0.0413;-0.0437
ERICH1,-0.0011906104115654847,False,2,0.0910;-0.0934
ZFY,-0.001148941094184397,False,2,-0.0684;0.0661
NTN4,-0.0011398555819601697,False,2,-0.0621;0.0598
CYGB,-0.001138204373979379,False,2,-0.0508;0.0485
LOXL4,-0.0011036608064379227,False,2,0.0646;-0.0668
RNF114,-0.0010971200687586724,False,2,0.0551;-0.0573
TNNT3,-0.0010634326205627986,False,2,0.0911;-0.0933
ABRAXAS1,-0.0010590043318290387,False,2,-0.0189;0.0168
GTF2F2,-0.0010086420198531787,True,1,-0.0010
BRMS1,-0.0009892922780507796,False,2,-0.0603;0.0583
CD2AP,-0.0009853605225760287,False,2,0.1155;-0.1174
GPR82,-0.0009691176271721114,False,2,-0.0837;0.0817
PLXNA3,-0.0008711071145445226,False,2,-0.0178;0.0160
SGSM1,-0.0008703633122142396,False,2,-0.0603;0.0585
PISD,-0.0008246607492368163,False,2,-0.1497;0.1480
MPIG6B,-0.0007873219297862555,False,2,-0.0212;0.0197
SAR1B,-0.0007797310739793284,False,2,0.0012;-0.0028
NUDCD2,-0.0007621833047783966,False,2,-0.0087;0.0072
RBM18,-0.0007394082836913451,False,2,-0.0701;0.0687
SMIM12,-0.000735364159353602,False,2,0.1020;-0.1035
CRYL1,-0.0007318578648073393,False,2,0.0705;-0.0720
