gene,ppr,is_seed,is_gated_hit,e_distance,e_qval,degree,enrichment,n_seed_nbrs,seed_weight_sum,seed_neighbors,is_sig_causal
ST13,3.5678266538635395e-06,False,True,2.228839498828009,0.0011657389743494,10,0.16906503381997767,0,0.0,,True
SYCE2,3.5641387191558975e-06,False,True,0.8157890844202029,0.0011657389743494,15,0.11259351823061425,0,0.0,,True
PET117,3.5640852774331114e-06,False,False,1.6504234646622962,0.0011657389743494,7,0.2412682070806363,0,0.0,,True
KIF1C,3.5610846363069874e-06,False,True,1.2830520962779843,0.0011657389743494,10,0.1687455565760429,0,0.0,,True
ENSP00000498010,3.5608418004404625e-06,False,False,,,4,0.42183512388917943,0,0.0,,False
LEFTY1,3.559812074380795e-06,False,False,,,14,0.12048946782614882,0,0.0,,False
SLC39A7,3.559208171647391e-06,False,False,1.903858184113872,0.0011657389743494,26,0.06486793785449356,0,0.0,,True
ZNF598,3.557575107169495e-06,False,False,7.345772527879284,0.0011657389743494,18,0.09365514112685205,0,0.0,,True
ADGRA2,3.556245812413091e-06,False,False,,,13,0.12962789543615902,0,0.0,,False
TMF1,3.5559758461001944e-06,False,True,1.7276412126416716,0.0011657389743494,8,0.21062933930412978,0,0.0,,True
AZIN2,3.5543555988630816e-06,False,False,0.1077198067632778,0.1184573002754821,19,0.08864562863564525,0,0.0,,False
RGPD6,3.552442240857653e-06,False,False,5.588616308905436,0.0011657389743494,5,0.3366720560505615,0,0.0,,True
DLG5,3.550255178536195e-06,False,False,0.8213302247884968,0.1305026978333751,7,0.2403319884144516,0,0.0,,False
SPC24,3.550177474693422e-06,False,False,,,32,0.05257147181744453,0,0.0,,False
ATP6AP1,3.5493837092229488e-06,False,False,,,36,0.04671974901256629,0,0.0,,False
FBXO42,3.548211975594793e-06,False,True,2.865907336689304,0.0011657389743494,4,0.4203389316888372,0,0.0,,True
ATP6V1D,3.5467025268392643e-06,False,False,2.047859905746812,0.0011657389743494,50,0.03361280918736107,0,0.0,,True
PRR15L,3.545050175716302e-06,False,False,2.328867504434122,0.0011657389743494,4,0.4199643690662317,0,0.0,,True
WARS2,3.54088663545461e-06,False,True,2.3772005202526927,0.0011657389743494,38,0.04415485634411899,0,0.0,,True
ATP5IF1,3.5401021276863364e-06,False,True,0.4662714975845361,0.0011657389743494,34,0.0493386115948661,0,0.0,,True
CDC42EP3,3.539804526336961e-06,False,True,1.106731311044335,0.0011657389743494,5,0.33547435457000646,0,0.0,,True
ANKRD1,3.5396679375921906e-06,False,False,,,7,0.2396152927010622,0,0.0,,False
CDH13,3.5386730335144815e-06,False,False,,,16,0.10480222522882326,0,0.0,,False
CLASP2,3.53808017930558e-06,False,False,2.450344823826967,0.0011657389743494,18,0.09314192632031901,0,0.0,,True
QRSL1,3.5375501125536776e-06,False,True,4.1685600415493695,0.0011657389743494,22,0.07619561346975844,0,0.0,,True
MOGAT2,3.5362362979825006e-06,False,False,,,21,0.0797943301029518,0,0.0,,False
SEPTIN10,3.5353202858719023e-06,False,False,,,13,0.12886514389717382,0,0.0,,False
SERPINA3,3.53171373596489e-06,False,False,,,18,0.09297432616246237,0,0.0,,False
FAM90A1,3.5233709223526615e-06,False,False,,,3,0.556528181755344,0,0.0,,False
PACSIN3,3.5196058576383686e-06,False,True,5.602939830531035,0.0011657389743494,8,0.2084750539625647,0,0.0,,True
LCN1,3.517685823812112e-06,False,False,1.1358824560864065,0.0011657389743494,17,0.09805238849832985,0,0.0,,True
FBXL13,3.516446101297888e-06,False,False,,,6,0.2777171915935029,0,0.0,,False
PI3,3.5164218244849224e-06,False,False,,,18,0.09257175809724585,0,0.0,,False
ENSP00000487094,3.5120661308867537e-06,False,False,,,16,0.10401422854887482,0,0.0,,False
PKN3,3.511453686667535e-06,False,True,2.890265811965804,0.0011657389743494,9,0.18488193821825313,0,0.0,,True
DHX35,3.5084796683253774e-06,False,False,,,23,0.07228383372315927,0,0.0,,False
FXYD6,3.507052323051409e-06,False,False,,,4,0.4154629534502852,0,0.0,,False
UGT3A1,3.506338435618157e-06,False,False,,,2,0.83075676555101,0,0.0,,False
LMO4,3.5056247924546908e-06,False,False,,,9,0.18457504046139775,0,0.0,,False
TNS3,3.5049408847660483e-06,False,False,2.8296699871244755,0.0011657389743494,6,0.27680854794253995,0,0.0,,True
TMEM119,3.504403970693641e-06,False,False,2.165259394069537,0.0011657389743494,10,0.16605968655528885,0,0.0,,True
CER1,3.5009903118568786e-06,False,False,,,25,0.06635917076706002,0,0.0,,False
FFAR4,3.499604309884364e-06,False,False,,,18,0.09212902768232249,0,0.0,,False
JAML,3.4987018561752346e-06,False,False,0.6047121665222477,0.0552057765979211,4,0.41447371539179917,0,0.0,,False
NAA10,3.4972975249944098e-06,False,False,,,23,0.07205345239973265,0,0.0,,False
MYLIP,3.4954675171265082e-06,False,True,2.1629511645751407,0.0011657389743494,14,0.11831158840468337,0,0.0,,True
GEMIN2,3.495445457514291e-06,False,False,,,25,0.06625407137990888,0,0.0,,False
RBFA,3.49540563459143e-06,False,True,2.272509258064524,0.0011657389743494,35,0.04732379754307128,0,0.0,,True
EXOC3L4,3.4952906277481137e-06,False,False,,,11,0.15057076516952012,0,0.0,,False
CEP70,3.4951257981595827e-06,False,True,0.7285330360460804,0.0011657389743494,5,0.33124006214317997,0,0.0,,True
KANSL1L,3.492993674588428e-06,False,True,1.7748245761383288,0.0011657389743494,5,0.33103799652809446,0,0.0,,True
SYCP2,3.492619777519465e-06,False,True,2.1570492491823714,0.0011657389743494,15,0.11033418718502491,0,0.0,,True
CLEC18B,3.490935366447821e-06,False,False,,,1,1.6542146327449645,0,0.0,,False
GLIPR1L1,3.490935366447821e-06,False,False,,,1,1.6542146327449645,0,0.0,,False
CLEC18C,3.490935366447821e-06,False,False,,,1,1.6542146327449645,0,0.0,,False
